Depth(m),Voltage(V),Current(mA),# Counts
41.075,2.117821,14.118807,42058
41.1,1.935688,12.904585,38441
41.125,2.035592,13.57061,40425
41.15,2.038008,13.586722,40473
41.175,2.01545,13.436332,40025
41.2,2.191138,14.607583,43514
41.225,2.070286,13.801908,41114
41.25,2.128295,14.188631,42266
41.275,2.350712,15.671412,46683
41.3,2.124266,14.161776,42186
41.325,2.268533,15.123551,45051
41.35,2.085594,13.903958,41418
41.375,1.973605,13.157366,39194
41.4,2.272561,15.150407,45131
41.425,2.132323,14.215487,42346
41.45,2.108153,14.054352,41866
41.475,2.117015,14.113434,42042
41.5,2.064646,13.764308,41002
41.525,2.241089,14.940596,44506
41.55,1.971943,13.146287,39161
41.575,2.101707,14.011383,41738
41.6,2.070286,13.801908,41114
41.625,2.233083,14.88722,44347
41.65,2.3064,15.375998,45803
41.675,2.07512,13.834134,41210
41.7,1.868817,12.458777,37113
41.725,2.108958,14.059723,41882
41.75,2.212891,14.752605,43946
41.775,2.067869,13.785792,41066
41.8,2.156493,14.376623,42826
41.825,2.157299,14.381994,42842
41.85,2.260476,15.06984,44891
41.875,2.158105,14.387365,42858
41.9,2.006587,13.377249,39849
41.925,2.230666,14.871108,44299
41.95,2.092039,13.946929,41546
41.975,1.967915,13.119431,39081
42,2.240284,14.935225,44490
42.025,2.100902,14.006011,41722
42.05,2.172657,14.484382,43147
42.075,1.950996,13.006639,38745
42.1,2.003365,13.355763,39785
42.125,1.881707,12.544716,37369
42.15,2.254836,15.032243,44779
42.175,1.888959,12.593058,37513
42.2,1.990474,13.269825,39529
42.225,1.962275,13.081834,38969
42.25,1.956635,13.044236,38857
42.275,2.013889,13.425925,39994
42.3,2.22417,14.827801,44170
42.325,2.221753,14.811687,44122
42.35,2.037253,13.581688,40458
42.375,1.924408,12.829389,38217
42.4,2.240334,14.93556,44491
42.425,2.25967,15.064469,44875
42.45,2.191943,14.612954,43530
42.475,2.230616,14.870771,44298
42.5,2.16455,14.430335,42986
42.525,2.236306,14.908705,44411
42.55,2.011472,13.409812,39946
42.575,2.224976,14.833172,44186
42.6,2.185498,14.569985,43402
42.625,2.052561,13.683741,40762
42.65,2.075926,13.839505,41226
42.675,2.162939,14.419592,42954
42.7,2.167823,14.452155,43051
42.725,2.052511,13.683405,40761
42.75,1.916352,12.775677,38057
42.775,2.059762,13.731747,40905
42.8,2.064646,13.764308,41002
42.825,2.033175,13.554497,40377
42.85,1.931659,12.877728,38361
42.875,1.984028,13.226855,39401
42.9,2.240334,14.93556,44491
42.925,2.034836,13.565576,40410
42.95,2.038008,13.586722,40473
42.975,2.121044,14.140291,42122
43,2.070286,13.801908,41114
43.025,2.120238,14.13492,42106
43.05,2.22417,14.827801,44170
43.075,2.071092,13.807279,41130
43.1,2.02678,13.511865,40250
43.125,2.224221,14.828136,44171
43.15,2.048533,13.656885,40682
43.175,2.234694,14.897964,44379
43.2,2.04531,13.635401,40618
43.225,2.304788,15.365255,45771
43.25,2.107347,14.048981,41850
43.275,2.17583,14.50553,43210
43.3,2.00417,13.361135,39801
43.325,1.996919,13.312796,39657
43.35,2.066258,13.775052,41034
43.375,2.031563,13.543755,40345
43.4,2.255642,15.037612,44795
43.425,2.096068,13.973784,41626
43.45,2.195166,14.634439,43594
43.475,2.102513,14.016756,41754
43.5,2.070286,13.801908,41114
43.525,2.213696,14.757977,43962
43.55,2.195216,14.634774,43595
43.575,2.092039,13.946929,41546
43.6,2.059007,13.72671,40890
43.625,2.20564,14.704265,43802
43.65,1.886541,12.576943,37465
43.675,1.971943,13.146287,39161
43.7,1.958247,13.054978,38889
43.725,2.132323,14.215487,42346
43.75,2.217725,14.784832,44042
43.775,1.875262,12.501746,37241
43.8,2.047677,13.651178,40665
43.825,2.065452,13.769679,41018
43.85,2.050144,13.667628,40714
43.875,2.228249,14.854994,44251
43.9,2.339432,15.596216,46459
43.925,2.191188,14.607919,43515
43.95,2.240334,14.93556,44491
43.975,1.952607,13.017381,38777
44,1.964692,13.097947,39017
44.025,2.042037,13.61358,40553
44.05,1.961469,13.076463,38953
44.075,2.00981,13.398733,39913
44.1,2.091234,13.941558,41530
44.125,1.837345,12.248965,36488
44.15,2.009004,13.393363,39897
44.175,2.071898,13.81265,41146
44.2,1.971994,13.146624,39162
44.225,2.076731,13.844876,41242
44.25,2.196828,14.645517,43627
44.275,2.179909,14.532723,43291
44.3,2.042843,13.618953,40569
44.325,2.174218,14.494788,43178
44.35,2.161327,14.40885,42922
44.375,2.152465,14.349768,42746
44.4,2.210524,14.736828,43899
44.425,2.141991,14.279942,42538
44.45,2.083177,13.887845,41370
44.475,2.141991,14.279942,42538
44.5,2.04526,13.635065,40617
44.525,1.979194,13.194629,39305
44.55,1.864788,12.431922,37033
44.575,1.946161,12.97441,38649
44.6,1.943745,12.958297,38601
44.625,2.125878,14.172518,42218
44.65,2.077537,13.850247,41258
44.675,1.887347,12.582314,37481
44.7,1.949384,12.995895,38713
44.725,2.102513,14.016756,41754
44.75,1.94455,12.963669,38617
44.775,2.18872,14.59147,43466
44.8,2.161327,14.40885,42922
44.825,2.254786,15.031906,44778
44.85,2.224976,14.833172,44186
44.875,2.15171,14.344731,42731
44.9,2.025168,13.501122,40218
44.925,2.10493,14.032867,41802
44.95,2.024312,13.495415,40201
44.975,1.856732,12.37821,36873
45,1.981611,13.210742,39353
45.025,2.183081,14.553872,43354
45.05,1.938105,12.920698,38489
45.075,2.183887,14.559243,43370
45.1,2.203223,14.688151,43754
45.125,2.156493,14.376623,42826
45.15,2.107347,14.048981,41850
45.175,2.263699,15.091325,44955
45.2,2.141186,14.27457,42522
45.225,2.01545,13.436332,40025
45.25,2.06948,13.796535,41098
45.275,1.992085,13.280567,39561
45.3,2.158105,14.387365,42858
45.325,1.951852,13.012344,38762
45.35,2.208913,14.726084,43867
45.375,2.149242,14.328283,42682
45.4,1.921186,12.807904,38153
45.425,2.071092,13.807279,41130
45.45,1.934076,12.893843,38409
45.475,2.284646,15.230975,45371
45.5,1.955024,13.033494,38825
45.525,2.257253,15.048354,44827
45.55,1.928437,12.856245,38297
45.575,1.901044,12.673625,37753
45.6,2.225832,14.838879,44203
45.625,1.918769,12.791791,38105
45.65,2.037253,13.581688,40458
45.675,1.942939,12.952927,38585
45.7,2.238723,14.924819,44459
45.725,2.132323,14.215487,42346
45.75,1.918769,12.791791,38105
45.775,2.195972,14.639812,43610
45.8,2.178246,14.521644,43258
45.825,1.979194,13.194629,39305
45.85,2.101707,14.011383,41738
45.875,2.187109,14.580728,43434
45.9,2.201611,14.677409,43722
45.925,2.108153,14.054352,41866
45.95,2.312039,15.413595,45915
45.975,2.167823,14.452155,43051
46,2.203273,14.688486,43755
46.025,1.99853,13.323537,39689
46.05,2.228199,14.854658,44250
46.075,2.0864,13.909332,41434
46.1,2.073509,13.823392,41178
46.125,2.005781,13.371876,39833
46.15,1.979194,13.194629,39305
46.175,1.909906,12.732707,37929
46.2,1.994502,13.29668,39609
46.225,2.128295,14.188631,42266
46.25,1.928437,12.856245,38297
46.275,1.980806,13.205372,39337
46.3,2.150048,14.333654,42698
46.325,2.146019,14.306797,42618
46.35,2.270144,15.134294,45083
46.375,2.078343,13.85562,41274
46.4,2.117015,14.113434,42042
46.425,2.296731,15.311543,45611
46.45,1.971943,13.146287,39161
46.475,2.111376,14.075836,41930
46.5,2.250002,15.000014,44683
46.525,2.146019,14.306797,42618
46.55,1.959052,13.060349,38905
46.575,1.968721,13.124804,39097
46.6,2.0864,13.909332,41434
46.625,2.034786,13.56524,40409
46.65,2.042037,13.61358,40553
46.675,2.075926,13.839505,41226
46.7,2.127489,14.18326,42250
46.725,2.13474,14.231602,42394
46.75,2.03967,13.597803,40506
46.775,2.324125,15.494164,46155
46.8,2.144408,14.296055,42586
46.825,1.975166,13.167773,39225
46.85,2.227443,14.849623,44235
46.875,1.955024,13.033494,38825
46.9,1.988057,13.253711,39481
46.925,2.155738,14.371587,42811
46.95,1.95583,13.038864,38841
46.975,2.206445,14.709636,43818
47,2.146019,14.306797,42618
47.025,2.13474,14.231602,42394
47.05,2.172607,14.484046,43146
47.075,2.161327,14.40885,42922
47.1,2.057345,13.715633,40857
47.125,2.150099,14.333991,42699
47.15,2.194411,14.629404,43579
47.175,1.891376,12.60917,37561
47.2,2.047677,13.651178,40665
47.225,1.993696,13.291309,39593
47.25,2.036397,13.575981,40441
47.275,1.883319,12.555458,37401
47.3,1.961469,13.076463,38953
47.325,1.930854,12.872358,38345
47.35,2.149242,14.328283,42682
47.375,2.242701,14.95134,44538
47.4,2.283035,15.220234,45339
47.425,2.117015,14.113434,42042
47.45,2.133129,14.22086,42362
47.475,2.208107,14.720713,43851
47.5,2.150099,14.333991,42699
47.525,2.009004,13.393363,39897
47.55,2.090478,13.936523,41515
47.575,2.024312,13.495415,40201
47.6,2.150854,14.339025,42714
47.625,2.202417,14.68278,43738
47.65,2.275784,15.171893,45195
47.675,1.99853,13.323537,39689
47.7,2.013838,13.425589,39993
47.725,1.966303,13.108689,39049
47.75,2.262087,15.080583,44923
47.775,2.27659,15.177264,45211
47.8,1.938105,12.920698,38489
47.825,2.025923,13.506156,40233
47.85,2.283035,15.220234,45339
47.875,2.142797,14.285313,42554
47.9,2.152465,14.349768,42746
47.925,2.063035,13.753566,40970
47.95,2.142797,14.285313,42554
47.975,2.258059,15.053727,44843
48,2.297537,15.316914,45627
48.025,2.208057,14.720378,43850
48.05,1.948579,12.990524,38697
48.075,2.125878,14.172518,42218
48.1,2.040426,13.602839,40521
48.125,2.010616,13.404105,39929
48.15,2.079149,13.86099,41290
48.175,2.092039,13.946929,41546
48.2,2.071092,13.807279,41130
48.225,1.973555,13.15703,39193
48.25,1.954218,13.028122,38809
48.275,2.247535,14.983566,44634
48.3,2.171852,14.479011,43131
48.325,2.042037,13.61358,40553
48.35,2.036448,13.576317,40442
48.375,2.067869,13.785792,41066
48.4,2.025118,13.500786,40217
48.425,2.034786,13.56524,40409
48.45,2.241895,14.945967,44522
48.475,2.027535,13.516899,40265
48.5,1.893793,12.625283,37609
48.525,1.958247,13.054978,38889
48.55,2.179909,14.532723,43291
48.575,1.919574,12.797161,38121
48.6,1.932465,12.883101,38377
48.625,2.038008,13.586722,40473
48.65,2.133129,14.22086,42362
48.675,1.94455,12.963669,38617
48.7,2.238723,14.924819,44459
48.725,2.074315,13.828765,41194
48.75,2.037203,13.581352,40457
48.775,2.204079,14.693857,43771
48.8,2.156493,14.376623,42826
48.825,2.220192,14.801281,44091
48.85,2.078343,13.85562,41274
48.875,2.013033,13.420218,39977
48.9,1.913129,12.754192,37993
48.925,2.016255,13.441703,40041
48.95,2.184692,14.564614,43386
48.975,1.93891,12.92607,38505
49,2.268533,15.123551,45051
49.025,2.079954,13.866361,41306
49.05,2.197583,14.650554,43642
49.075,2.11621,14.108063,42026
49.1,1.901044,12.673625,37753
49.125,2.113792,14.091949,41978
49.15,2.279812,15.198749,45275
49.175,1.98,13.199999,39321
49.2,1.977583,13.183886,39273
49.225,1.939716,12.93144,38521
49.25,2.131517,14.210115,42330
49.275,2.096068,13.973784,41626
49.3,1.94455,12.963669,38617
49.325,2.08076,13.871732,41322
49.35,2.125878,14.172518,42218
49.375,2.200806,14.672038,43706
49.4,2.053316,13.688776,40777
49.425,2.209718,14.731455,43883
49.45,2.146019,14.306797,42618
49.475,2.220142,14.800945,44090
49.5,2.186303,14.575356,43418
49.525,2.091234,13.941558,41530
49.55,2.125072,14.167147,42202
49.575,2.100096,14.00064,41706
49.6,1.92602,12.840131,38249
49.625,1.875262,12.501746,37241
49.65,1.872845,12.485634,37193
49.675,1.99128,13.275197,39545
49.7,2.000947,13.33965,39737
49.725,1.966303,13.108689,39049
49.75,2.033175,13.554497,40377
49.775,2.047727,13.651514,40666
49.8,2.175024,14.500159,43194
49.825,2.121849,14.145662,42138
49.85,1.940522,12.936812,38537
49.875,1.874456,12.496376,37225
49.9,1.938105,12.920698,38489
49.925,1.98564,13.237597,39433
49.95,1.988057,13.253711,39481
49.975,2.07512,13.834134,41210
50,2.065452,13.769679,41018
50.025,2.075926,13.839505,41226
50.05,2.113792,14.091949,41978
50.075,2.307205,15.381369,45819
50.1,2.287063,15.247089,45419
50.125,2.071092,13.807279,41130
50.15,2.185498,14.569985,43402
50.175,2.189526,14.596841,43482
50.2,2.034836,13.565576,40410
50.225,2.196828,14.645517,43627
50.25,1.97436,13.162401,39209
50.275,1.975972,13.173143,39241
50.3,2.003365,13.355763,39785
50.325,1.976777,13.178515,39257
50.35,1.872039,12.480263,37177
50.375,2.150048,14.333654,42698
50.4,2.287869,15.25246,45435
50.425,2.145264,14.301761,42603
50.45,2.051755,13.67837,40746
50.475,2.206445,14.709636,43818
50.5,1.980806,13.205372,39337
50.525,2.037203,13.581352,40457
50.55,2.119432,14.129549,42090
50.575,2.245974,14.973159,44603
50.6,1.924408,12.829389,38217
50.625,1.963886,13.092576,39001
50.65,1.88493,12.566201,37433
50.675,2.460334,16.402227,48860
50.7,2.00981,13.398733,39913
50.725,2.036448,13.576317,40442
50.75,2.092845,13.9523,41562
50.775,2.159716,14.398108,42890
50.8,2.14038,14.269199,42506
50.825,2.137963,14.253086,42458
50.85,2.13474,14.231602,42394
50.875,2.11621,14.108063,42026
50.9,1.937299,12.915327,38473
50.925,1.897015,12.64677,37673
50.95,2.033175,13.554497,40377
50.975,1.917157,12.781048,38073
51,2.176635,14.510901,43226
51.025,2.244312,14.962082,44570
51.05,2.132323,14.215487,42346
51.075,2.174269,14.495126,43179
51.1,2.158155,14.387702,42859
51.125,2.076731,13.844876,41242
51.15,2.094456,13.963043,41594
51.175,2.170996,14.473304,43114
51.2,1.899432,12.662882,37721
51.225,2.252369,15.015793,44730
51.25,1.929242,12.861616,38313
51.275,2.153271,14.355139,42762
51.3,1.969526,13.130174,39113
51.325,2.158911,14.392736,42874
51.35,2.058956,13.726376,40889
51.375,2.106542,14.043612,41834
51.4,2.114598,14.097322,41994
51.425,1.888959,12.593058,37513
51.45,2.212085,14.747234,43930
51.475,2.14038,14.269199,42506
51.5,2.303982,15.359882,45755
51.525,2.17019,14.467933,43098
51.55,2.329764,15.531761,46267
51.575,1.968721,13.124804,39097
51.6,2.108958,14.059723,41882
51.625,2.029146,13.527641,40297
51.65,1.971943,13.146287,39161
51.675,2.025923,13.506156,40233
51.7,2.149242,14.328283,42682
51.725,2.120238,14.13492,42106
51.75,2.108153,14.054352,41866
51.775,2.353985,15.693233,46748
51.8,2.227443,14.849623,44235
51.825,1.932465,12.883101,38377
51.85,1.99853,13.323537,39689
51.875,2.024363,13.49575,40202
51.9,2.012277,13.415182,39962
51.925,2.207301,14.715342,43835
51.95,2.085594,13.903958,41418
51.975,2.143603,14.290684,42570
52,2.193554,14.623696,43562
52.025,2.308817,15.392111,45851
52.05,2.194411,14.629404,43579
52.075,2.070286,13.801908,41114
52.1,2.219387,14.79591,44075
52.125,2.157299,14.381994,42842
52.15,1.975166,13.167773,39225
52.175,1.840568,12.270452,36552
52.2,2.062179,13.74786,40953
52.225,2.197583,14.650554,43642
52.25,2.007393,13.382619,39865
52.275,2.141186,14.27457,42522
52.3,2.220948,14.806316,44106
52.325,2.184742,14.56495,43387
52.35,2.014644,13.430961,40009
52.375,2.025923,13.506156,40233
52.4,1.971943,13.146287,39161
52.425,2.042843,13.618953,40569
52.45,2.079149,13.86099,41290
52.475,1.929242,12.861616,38313
52.5,1.943745,12.958297,38601
52.525,2.072703,13.818021,41162
52.55,1.987251,13.248341,39465
52.575,2.053316,13.688776,40777
52.6,1.961469,13.076463,38953
52.625,2.192749,14.618325,43546
52.65,2.104125,14.027496,41786
52.675,2.102513,14.016756,41754
52.7,2.088817,13.925445,41482
52.725,2.107347,14.048981,41850
52.75,2.117015,14.113434,42042
52.775,2.071898,13.81265,41146
52.8,2.088011,13.920074,41466
52.825,2.212891,14.752605,43946
52.85,1.965498,13.103318,39033
52.875,2.034786,13.56524,40409
52.9,1.959858,13.065721,38921
52.925,1.957441,13.049607,38873
52.95,2.040426,13.602839,40521
52.975,2.118627,14.12418,42074
53,2.138769,14.258457,42474
53.025,1.856732,12.37821,36873
53.05,2.162133,14.414221,42938
53.075,1.88493,12.566201,37433
53.1,2.068675,13.791163,41082
53.125,2.18716,14.581063,43435
53.15,1.997725,13.318166,39673
53.175,2.220192,14.801281,44091
53.2,1.942939,12.952927,38585
53.225,2.052511,13.683405,40761
53.25,2.125878,14.172518,42218
53.275,2.28948,15.263203,45467
53.3,2.262087,15.080583,44923
53.325,2.130712,14.204746,42314
53.35,2.18872,14.59147,43466
53.375,2.129906,14.199373,42298
53.4,2.117015,14.113434,42042
53.425,1.978389,13.189257,39289
53.45,1.988057,13.253711,39481
53.475,1.938105,12.920698,38489
53.5,2.08076,13.871732,41322
53.525,2.100096,14.00064,41706
53.55,2.03962,13.597467,40505
53.575,2.270144,15.134294,45083
53.6,2.002609,13.350728,39770
53.625,2.011472,13.409812,39946
53.65,2.13474,14.231602,42394
53.675,2.030758,13.538384,40329
53.7,2.220192,14.801281,44091
53.725,2.308011,15.38674,45835
53.75,2.291092,15.273945,45499
53.775,2.25398,15.026535,44762
53.8,1.883319,12.555458,37401
53.825,2.044454,13.629694,40601
53.85,2.008199,13.387992,39881
53.875,2.13474,14.231602,42394
53.9,2.00417,13.361135,39801
53.925,2.234694,14.897964,44379
53.95,2.028341,13.52227,40281
53.975,2.26526,15.101731,44986
54,1.8664,12.442664,37065
54.025,1.972749,13.15166,39177
54.05,1.946161,12.97441,38649
54.075,1.986445,13.242969,39449
54.1,1.988863,13.259084,39497
54.125,2.049338,13.662256,40698
54.15,2.092039,13.946929,41546
54.175,2.150048,14.333654,42698
54.2,2.258059,15.053727,44843
54.225,1.885736,12.571571,37449
54.25,2.041231,13.60821,40537
54.275,2.075926,13.839505,41226
54.3,2.033225,13.554832,40378
54.325,2.215358,14.769054,43995
54.35,2.019478,13.463187,40105
54.375,1.996919,13.312796,39657
54.4,2.097679,13.984527,41658
54.425,1.918769,12.791791,38105
54.45,2.067869,13.785792,41066
54.475,2.046921,13.646143,40650
54.5,2.13474,14.231602,42394
54.525,2.126683,14.177891,42234
54.55,2.07512,13.834134,41210
54.575,2.216164,14.774426,44011
54.6,2.237061,14.91374,44426
54.625,2.204834,14.698894,43786
54.65,2.078343,13.85562,41274
54.675,2.14038,14.269199,42506
54.7,2.210524,14.736828,43899
54.725,2.09929,13.995269,41690
54.75,1.948579,12.990524,38697
54.775,2.072703,13.818021,41162
54.8,1.940522,12.936812,38537
54.825,2.17019,14.467933,43098
54.85,2.301565,15.343769,45707
54.875,2.17588,14.505866,43211
54.9,2.299954,15.333027,45675
54.925,2.296731,15.311543,45611
54.95,2.280618,15.20412,45291
54.975,2.095262,13.968413,41610
55,2.029146,13.527641,40297
55.025,1.993696,13.291309,39593
55.05,1.898627,12.657512,37705
55.075,1.873651,12.491004,37209
55.1,1.99128,13.275197,39545
55.125,1.988863,13.259084,39497
55.15,2.28948,15.263203,45467
55.175,2.050094,13.667292,40713
55.2,2.18872,14.59147,43466
55.225,2.165356,14.435706,43002
55.25,1.978389,13.189257,39289
55.275,2.123511,14.15674,42171
55.3,2.168629,14.457526,43067
55.325,2.096873,13.979156,41642
55.35,2.162939,14.419592,42954
55.375,1.979194,13.194629,39305
55.4,1.934076,12.893843,38409
55.425,2.018672,13.457816,40089
55.45,2.008199,13.387992,39881
55.475,1.963081,13.087205,38985
55.5,1.978389,13.189257,39289
55.525,1.99128,13.275197,39545
55.55,2.032369,13.549126,40361
55.575,2.187915,14.586099,43450
55.6,2.102513,14.016756,41754
55.625,1.990474,13.269825,39529
55.65,2.084788,13.898587,41402
55.675,2.032369,13.549126,40361
55.7,2.158105,14.387365,42858
55.725,2.172607,14.484046,43146
55.75,2.261231,15.074876,44906
55.775,2.017061,13.447074,40057
55.8,1.993696,13.291309,39593
55.825,2.124317,14.162111,42187
55.85,2.219387,14.79591,44075
55.875,1.926825,12.845503,38265
55.9,2.042037,13.61358,40553
55.925,2.100096,14.00064,41706
55.95,2.207251,14.715007,43834
55.975,2.117015,14.113434,42042
56,2.199245,14.661631,43675
56.025,1.962275,13.081834,38969
56.05,2.00981,13.398733,39913
56.075,2.058956,13.726376,40889
56.1,2.092845,13.9523,41562
56.125,2.096873,13.979156,41642
56.15,2.137157,14.247715,42442
56.175,2.107347,14.048981,41850
56.2,2.077537,13.850247,41258
56.225,2.077537,13.850247,41258
56.25,1.996919,13.312796,39657
56.275,2.100096,14.00064,41706
56.3,1.941327,12.942183,38553
56.325,1.971138,13.140917,39145
56.35,1.973555,13.15703,39193
56.375,1.916352,12.775677,38057
56.4,1.977583,13.183886,39273
56.425,2.299149,15.327656,45659
56.45,1.947773,12.985152,38681
56.475,2.100902,14.006011,41722
56.5,1.948579,12.990524,38697
56.525,2.241895,14.945967,44522
56.55,2.155688,14.371252,42810
56.575,2.081565,13.877103,41338
56.6,2.094456,13.963043,41594
56.625,2.367682,15.784543,47020
56.65,2.204834,14.698894,43786
56.675,2.120238,14.13492,42106
56.7,2.112181,14.081207,41946
56.725,2.121849,14.145662,42138
56.75,2.274173,15.161151,45163
56.775,2.131568,14.210451,42331
56.8,2.100902,14.006011,41722
56.825,2.083982,13.893216,41386
56.85,1.946967,12.979782,38665
56.875,2.144408,14.296055,42586
56.9,2.0509,13.672663,40729
56.925,2.109764,14.065094,41898
56.95,2.089622,13.930816,41498
56.975,2.241089,14.940596,44506
57,2.088817,13.925445,41482
57.025,2.124317,14.162111,42187
57.05,2.03962,13.597467,40505
57.075,1.919574,12.797161,38121
57.1,1.937299,12.915327,38473
57.125,2.049338,13.662256,40698
57.15,1.903461,12.689738,37801
57.175,2.062179,13.74786,40953
57.2,1.947773,12.985152,38681
57.225,2.102513,14.016756,41754
57.25,2.213696,14.757977,43962
57.275,2.145214,14.301426,42602
57.3,2.255592,15.037277,44794
57.325,2.115404,14.102692,42010
57.35,2.189526,14.596841,43482
57.375,2.141186,14.27457,42522
57.4,2.193554,14.623696,43562
57.425,2.190382,14.602549,43499
57.45,2.129906,14.199373,42298
57.475,2.173413,14.489417,43162
57.5,1.916352,12.775677,38057
57.525,1.872039,12.480263,37177
57.55,1.990474,13.269825,39529
57.575,2.0864,13.909332,41434
57.6,2.149242,14.328283,42682
57.625,2.191138,14.607583,43514
57.65,2.0509,13.672663,40729
57.675,2.131517,14.210115,42330
57.7,2.149242,14.328283,42682
57.725,2.195166,14.634439,43594
57.75,2.102564,14.017092,41755
57.775,1.988057,13.253711,39481
57.8,2.046065,13.640435,40633
57.825,2.093651,13.957671,41578
57.85,2.273367,15.155778,45147
57.875,2.155688,14.371252,42810
57.9,2.21128,14.741863,43914
57.925,2.01545,13.436332,40025
57.95,1.92038,12.802533,38137
57.975,1.932465,12.883101,38377
58,1.92602,12.840131,38249
58.025,2.104125,14.027496,41786
58.05,2.101707,14.011383,41738
58.075,2.105736,14.038239,41818
58.1,2.246729,14.978195,44618
58.125,2.087205,13.914702,41450
58.15,2.121044,14.140291,42122
58.175,2.183131,14.554208,43355
58.2,2.100902,14.006011,41722
58.225,1.931659,12.877728,38361
58.25,1.959052,13.060349,38905
58.275,1.963081,13.087205,38985
58.3,1.830899,12.205997,36360
58.325,2.040426,13.602839,40521
58.35,2.147631,14.317539,42650
58.375,2.135546,14.236973,42410
58.4,2.146019,14.306797,42618
58.425,2.036397,13.575981,40441
58.45,1.984834,13.232227,39417
58.475,2.187915,14.586099,43450
58.5,2.258059,15.053727,44843
58.525,2.095262,13.968413,41610
58.55,2.266116,15.107438,45003
58.575,2.075926,13.839505,41226
58.6,2.108958,14.059723,41882
58.625,2.098485,13.989899,41674
58.65,2.137157,14.247715,42442
58.675,2.1291,14.194002,42282
58.7,1.969526,13.130174,39113
58.725,2.126683,14.177891,42234
58.75,1.979194,13.194629,39305
58.775,2.283035,15.220234,45339
58.8,2.11057,14.070467,41914
58.825,1.91474,12.764935,38025
58.85,2.054122,13.694147,40793
58.875,2.005781,13.371876,39833
58.9,2.091234,13.941558,41530
58.925,2.085594,13.903958,41418
58.95,2.064646,13.764308,41002
58.975,2.283841,15.225604,45355
59,2.204884,14.699228,43787
59.025,2.233033,14.886885,44346
59.05,2.11621,14.108063,42026
59.075,2.023507,13.490044,40185
59.1,1.934076,12.893843,38409
59.125,1.872039,12.480263,37177
59.15,2.010616,13.404105,39929
59.175,1.915546,12.770306,38041
59.2,1.947773,12.985152,38681
59.225,1.957441,13.049607,38873
59.25,1.865594,12.437292,37049
59.275,1.905878,12.705852,37849
59.3,2.075926,13.839505,41226
59.325,1.907489,12.716594,37881
59.35,1.98564,13.237597,39433
59.375,1.918769,12.791791,38105
59.4,1.99128,13.275197,39545
59.425,2.159716,14.398108,42890
59.45,2.133934,14.226231,42378
59.475,1.95583,13.038864,38841
59.5,2.03398,13.559867,40393
59.525,2.037203,13.581352,40457
59.55,1.946161,12.97441,38649
59.575,1.911518,12.74345,37961
59.6,1.969526,13.130174,39113
59.625,2.272561,15.150407,45131
59.65,2.124266,14.161776,42186
59.675,2.096873,13.979156,41642
59.7,2.088817,13.925445,41482
59.725,2.296782,15.311878,45612
59.75,2.121094,14.140627,42123
59.775,2.237111,14.914076,44427
59.8,2.143653,14.291018,42571
59.825,2.017867,13.452444,40073
59.85,1.989668,13.264454,39513
59.875,2.118627,14.12418,42074
59.9,2.201611,14.677409,43722
59.925,2.07512,13.834134,41210
59.95,2.168579,14.457191,43066
59.975,2.33057,15.537132,46283
60,1.902655,12.684368,37785
60.025,1.968721,13.124804,39097
60.05,1.830094,12.200625,36344
60.075,1.984834,13.232227,39417
60.1,2.043648,13.624323,40585
60.125,2.331376,15.542503,46299
60.15,1.891376,12.60917,37561
60.175,2.374076,15.827176,47147
60.2,2.146825,14.312168,42634
60.225,2.155688,14.371252,42810
60.25,2.187915,14.586099,43450
60.275,2.158155,14.387702,42859
60.3,2.089622,13.930816,41498
60.325,2.148437,14.32291,42666
60.35,2.049338,13.662256,40698
60.375,2.342655,15.617701,46523
60.4,2.152465,14.349768,42746
60.425,2.087256,13.915037,41451
60.45,1.901849,12.678995,37769
60.475,1.95583,13.038864,38841
60.5,2.012227,13.414847,39961
60.525,2.070286,13.801908,41114
60.55,2.11621,14.108063,42026
60.575,1.943745,12.958297,38601
60.6,1.89621,12.641398,37657
60.625,2.036397,13.575981,40441
60.65,2.381327,15.875516,47291
60.675,2.083177,13.887845,41370
60.7,2.106542,14.043612,41834
60.725,2.436919,16.246128,48395
60.75,2.087205,13.914702,41450
60.775,2.28948,15.263203,45467
60.8,2.076731,13.844876,41242
60.825,1.989668,13.264454,39513
60.85,2.155688,14.371252,42810
60.875,2.207251,14.715007,43834
60.9,2.005026,13.36684,39818
60.925,2.148437,14.32291,42666
60.95,2.160522,14.403479,42906
60.975,2.083982,13.893216,41386
61,2.18152,14.543466,43323
61.025,2.20564,14.704265,43802
61.05,2.299954,15.333027,45675
61.075,2.096873,13.979156,41642
61.1,2.293509,15.290058,45547
61.125,1.898627,12.657512,37705
61.15,2.012227,13.414847,39961
61.175,1.988863,13.259084,39497
61.2,1.942939,12.952927,38585
61.225,1.864788,12.431922,37033
61.25,1.919574,12.797161,38121
61.275,1.959858,13.065721,38921
61.3,1.957441,13.049607,38873
61.325,2.049288,13.661921,40697
61.35,2.013033,13.420218,39977
61.375,1.917157,12.781048,38073
61.4,1.975166,13.167773,39225
61.425,1.921186,12.807904,38153
61.45,2.049288,13.661921,40697
61.475,1.892987,12.619913,37593
61.5,1.95583,13.038864,38841
61.525,2.13474,14.231602,42394
61.55,1.952607,13.017381,38777
61.575,2.248341,14.988937,44650
61.6,1.98569,13.237933,39434
61.625,2.180714,14.538095,43307
61.65,2.067869,13.785792,41066
