Depth(m),Voltage(V),Current(mA),# Counts
61.675,2.15171,14.344731,42731
61.7,1.983273,13.221821,39386
61.725,1.9091,12.727337,37913
61.75,1.921186,12.807904,38153
61.775,1.897821,12.65214,37689
61.8,1.91474,12.764935,38025
61.825,2.139625,14.264163,42491
61.85,2.068675,13.791163,41082
61.875,2.017867,13.452444,40073
61.9,1.92602,12.840131,38249
61.925,2.124266,14.161776,42186
61.95,2.295926,15.306171,45595
61.975,2.088817,13.925445,41482
62,2.07512,13.834134,41210
62.025,2.182275,14.548501,43338
62.05,2.185498,14.569985,43402
62.075,2.096873,13.979156,41642
62.1,2.068675,13.791163,41082
62.125,2.332987,15.553246,46331
62.15,2.000142,13.334279,39721
62.175,2.035592,13.57061,40425
62.2,2.046065,13.640435,40633
62.225,2.214502,14.763348,43978
62.25,2.3419,15.612664,46508
62.275,2.149293,14.328618,42683
62.3,2.055784,13.705226,40826
62.325,2.096873,13.979156,41642
62.35,2.006587,13.377249,39849
62.375,2.100902,14.006011,41722
62.4,2.236255,14.908369,44410
62.425,1.975972,13.173143,39241
62.45,2.379766,15.865109,47260
62.475,1.984834,13.232227,39417
62.5,1.925214,12.83476,38233
62.525,1.950996,13.006639,38745
62.55,2.174269,14.495126,43179
62.575,1.93891,12.92607,38505
62.6,1.910712,12.738079,37945
62.625,1.956635,13.044236,38857
62.65,2.084788,13.898587,41402
62.675,2.304788,15.365255,45771
62.7,2.210524,14.736828,43899
62.725,2.227443,14.849623,44235
62.75,2.204834,14.698894,43786
62.775,2.088817,13.925445,41482
62.8,2.144408,14.296055,42586
62.825,2.170996,14.473304,43114
62.85,2.148437,14.32291,42666
62.875,2.170996,14.473304,43114
62.9,2.245924,14.972824,44602
62.925,2.210524,14.736828,43899
62.95,2.038008,13.586722,40473
62.975,2.0509,13.672663,40729
63,1.946967,12.979782,38665
63.025,2.019478,13.463187,40105
63.05,2.058151,13.721004,40873
63.075,1.935688,12.904585,38441
63.1,1.958247,13.054978,38889
63.125,2.090428,13.936188,41514
63.15,2.143603,14.290684,42570
63.175,2.148437,14.32291,42666
63.2,2.203273,14.688486,43755
63.225,2.131568,14.210451,42331
63.25,2.168629,14.457526,43067
63.275,2.261282,15.075212,44907
63.3,2.225026,14.833508,44187
63.325,2.054173,13.694484,40794
63.35,2.079149,13.86099,41290
63.375,2.168579,14.457191,43066
63.4,2.292703,15.284687,45531
63.425,2.342705,15.618037,46524
63.45,2.292703,15.284687,45531
63.475,2.20569,14.704599,43803
63.5,1.957441,13.049607,38873
63.525,2.1291,14.194002,42282
63.55,2.20564,14.704265,43802
63.575,2.053316,13.688776,40777
63.6,1.975972,13.173143,39241
63.625,2.007393,13.382619,39865
63.65,2.013838,13.425589,39993
63.675,2.097679,13.984527,41658
63.7,2.092039,13.946929,41546
63.725,2.072703,13.818021,41162
63.75,1.934882,12.899215,38425
63.775,2.002559,13.350393,39769
63.8,1.976777,13.178515,39257
63.825,2.241945,14.946302,44523
63.85,2.066258,13.775052,41034
63.875,2.089622,13.930816,41498
63.9,1.910712,12.738079,37945
63.925,1.923603,12.824017,38201
63.95,2.126683,14.177891,42234
63.975,2.075926,13.839505,41226
64,2.096873,13.979156,41642
64.025,2.057395,13.715968,40858
64.05,2.186354,14.575693,43419
64.075,2.171852,14.479011,43131
64.1,1.869622,12.464148,37129
64.125,2.118627,14.12418,42074
64.15,2.030758,13.538384,40329
64.175,1.880902,12.539346,37353
64.2,2.258865,15.0591,44859
64.225,2.183937,14.559579,43371
64.25,2.083982,13.893216,41386
64.275,2.176635,14.510901,43226
64.3,2.177441,14.516273,43242
64.325,2.213696,14.757977,43962
64.35,2.199194,14.661296,43674
64.375,2.291898,15.279316,45515
64.4,2.171046,14.473639,43115
64.425,2.160522,14.403479,42906
64.45,2.013838,13.425589,39993
64.475,1.955024,13.033494,38825
64.5,1.878485,12.523232,37305
64.525,2.022701,13.484672,40169
64.55,2.181469,14.54313,43322
64.575,2.038008,13.586722,40473
64.6,2.106542,14.043612,41834
64.625,2.071898,13.81265,41146
64.65,2.322513,15.483421,46123
64.675,2.113792,14.091949,41978
64.7,2.123461,14.156404,42170
64.725,2.162989,14.419929,42955
64.75,2.047677,13.651178,40665
64.775,2.222609,14.817396,44139
64.8,2.197583,14.650554,43642
64.825,1.984834,13.232227,39417
64.85,2.068675,13.791163,41082
64.875,2.137963,14.253086,42458
64.9,2.261282,15.075212,44907
64.925,1.992941,13.286274,39578
64.95,2.091234,13.941558,41530
64.975,1.980806,13.205372,39337
65,1.982417,13.216113,39369
65.025,2.009004,13.393363,39897
65.05,1.898627,12.657512,37705
65.075,1.832511,12.21674,36392
65.1,1.960664,13.071092,38937
65.125,1.942939,12.952927,38585
65.15,1.978389,13.189257,39289
65.175,1.936493,12.909957,38457
65.2,1.921186,12.807904,38153
65.225,2.088817,13.925445,41482
65.25,2.11621,14.108063,42026
65.275,2.304033,15.360218,45756
65.3,2.021089,13.473929,40137
65.325,2.054122,13.694147,40793
65.35,1.992891,13.285939,39577
65.375,2.033175,13.554497,40377
65.4,2.169435,14.462897,43083
65.425,2.242701,14.95134,44538
65.45,2.084788,13.898587,41402
65.475,2.18872,14.59147,43466
65.5,1.788199,11.921325,35512
65.525,2.049338,13.662256,40698
65.55,1.988057,13.253711,39481
65.575,2.227393,14.849287,44234
65.6,2.117821,14.118807,42058
65.625,2.18152,14.543466,43323
65.65,2.029197,13.527977,40298
65.675,2.182275,14.548501,43338
65.7,2.18872,14.59147,43466
65.725,2.076731,13.844876,41242
65.75,2.21128,14.741863,43914
65.775,2.08076,13.871732,41322
65.8,2.222609,14.817396,44139
65.825,2.170996,14.473304,43114
65.85,2.057345,13.715633,40857
65.875,1.906683,12.711224,37865
65.9,1.972749,13.15166,39177
65.925,2.09929,13.995269,41690
65.95,2.029146,13.527641,40297
65.975,2.026729,13.511529,40249
66,2.111376,14.075836,41930
66.025,1.957441,13.049607,38873
66.05,2.11057,14.070467,41914
66.075,2.121849,14.145662,42138
66.1,2.146825,14.312168,42634
66.125,1.791421,11.942808,35576
66.15,2.242701,14.95134,44538
66.175,2.248391,14.989272,44651
66.2,2.355546,15.703639,46779
66.225,1.946967,12.979782,38665
66.25,1.94455,12.963669,38617
66.275,2.030758,13.538384,40329
66.3,2.046065,13.640435,40633
66.325,2.233083,14.88722,44347
66.35,1.98,13.199999,39321
66.375,1.934882,12.899215,38425
66.4,2.001753,13.34502,39753
66.425,1.921991,12.813274,38169
66.45,1.958247,13.054978,38889
66.475,2.220948,14.806316,44106
66.5,2.078343,13.85562,41274
66.525,2.191943,14.612954,43530
66.55,2.037203,13.581352,40457
66.575,2.117821,14.118807,42058
66.6,2.13474,14.231602,42394
66.625,2.161378,14.409184,42923
66.65,2.094456,13.963043,41594
66.675,2.198389,14.655925,43658
66.7,2.376544,15.843625,47196
66.725,2.085594,13.903958,41418
66.75,2.162133,14.414221,42938
66.775,2.183887,14.559243,43370
66.8,2.130712,14.204746,42314
66.825,2.149242,14.328283,42682
66.85,2.153271,14.355139,42762
66.875,2.200806,14.672038,43706
66.9,2.215358,14.769054,43995
66.925,2.174218,14.494788,43178
66.95,2.163744,14.424963,42970
66.975,2.136352,14.242344,42426
67,2.179858,14.532388,43290
67.025,2.106542,14.043612,41834
67.05,2.201611,14.677409,43722
67.075,2.166162,14.441077,43018
67.1,2.006638,13.377584,39850
67.125,2.064646,13.764308,41002
67.15,2.150048,14.333654,42698
67.175,2.030002,13.533349,40314
67.2,2.25398,15.026535,44762
67.225,2.112181,14.081207,41946
67.25,2.114649,14.097658,41995
67.275,2.161327,14.40885,42922
67.3,2.032419,13.549461,40362
67.325,2.138769,14.258457,42474
67.35,2.216969,14.779797,44027
67.375,2.25403,15.02687,44763
67.4,2.074315,13.828765,41194
67.425,2.118627,14.12418,42074
67.45,2.171801,14.478675,43130
67.475,2.20564,14.704265,43802
67.5,2.186303,14.575356,43418
67.525,2.130712,14.204746,42314
67.55,2.121094,14.140627,42123
67.575,2.130712,14.204746,42314
67.6,2.258814,15.058763,44858
67.625,2.074315,13.828765,41194
67.65,2.195972,14.639812,43610
67.675,2.220948,14.806316,44106
67.7,2.08076,13.871732,41322
67.725,2.084788,13.898587,41402
67.75,2.066258,13.775052,41034
67.775,2.198389,14.655925,43658
67.8,2.007443,13.382955,39866
67.825,2.195166,14.634439,43594
67.85,2.154932,14.366218,42795
67.875,2.036448,13.576317,40442
67.9,2.137157,14.247715,42442
67.925,2.068675,13.791163,41082
67.95,2.074315,13.828765,41194
67.975,2.294314,15.295429,45563
68,2.146825,14.312168,42634
68.025,2.073509,13.823392,41178
68.05,2.343461,15.623072,46539
68.075,2.374076,15.827176,47147
68.1,2.095262,13.968413,41610
68.125,1.996114,13.307424,39641
68.15,2.240284,14.935225,44490
68.175,2.028391,13.522606,40282
68.2,2.051755,13.67837,40746
68.225,2.178246,14.521644,43258
68.25,2.094456,13.963043,41594
68.275,2.025923,13.506156,40233
68.3,1.956635,13.044236,38857
68.325,2.026729,13.511529,40249
68.35,2.049288,13.661921,40697
68.375,1.882513,12.550088,37385
68.4,2.029146,13.527641,40297
68.425,1.928437,12.856245,38297
68.45,1.913935,12.759563,38009
68.475,1.972749,13.15166,39177
68.5,1.993696,13.291309,39593
68.525,1.996919,13.312796,39657
68.55,2.073509,13.823392,41178
68.575,1.963081,13.087205,38985
68.6,2.112181,14.081207,41946
68.625,2.102513,14.016756,41754
68.65,1.917963,12.786419,38089
68.675,2.025118,13.500786,40217
68.7,1.978389,13.189257,39289
68.725,2.050094,13.667292,40713
68.75,1.913129,12.754192,37993
68.775,1.948579,12.990524,38697
68.8,2.120238,14.13492,42106
68.825,2.021089,13.473929,40137
68.85,2.041231,13.60821,40537
68.875,1.872845,12.485634,37193
68.9,2.113792,14.091949,41978
68.925,2.200806,14.672038,43706
68.95,1.996114,13.307424,39641
68.975,1.909906,12.732707,37929
69,1.900238,12.668254,37737
69.025,2.027535,13.516899,40265
69.05,2.060568,13.737118,40921
69.075,2.290286,15.268574,45483
69.1,1.989668,13.264454,39513
69.125,2.092039,13.946929,41546
69.15,1.935688,12.904585,38441
69.175,1.996919,13.312796,39657
69.2,1.929242,12.861616,38313
69.225,2.082371,13.882476,41354
69.25,2.287869,15.25246,45435
69.275,2.14038,14.269199,42506
69.3,2.118627,14.12418,42074
69.325,2.155688,14.371252,42810
69.35,2.183131,14.554208,43355
69.375,2.230616,14.870771,44298
69.4,2.232277,14.881849,44331
69.425,2.077537,13.850247,41258
69.45,1.86076,12.405066,36953
69.475,1.969526,13.130174,39113
69.5,2.006587,13.377249,39849
69.525,1.946161,12.97441,38649
69.55,1.984834,13.232227,39417
69.575,1.92602,12.840131,38249
69.6,2.176686,14.511237,43227
69.625,1.791421,11.942808,35576
69.65,2.14038,14.269199,42506
69.675,2.207301,14.715342,43835
69.7,1.856732,12.37821,36873
69.725,1.946161,12.97441,38649
69.75,2.146825,14.312168,42634
69.775,1.963886,13.092576,39001
69.8,2.102513,14.016756,41754
69.825,2.048482,13.656549,40681
69.85,2.401469,16.009796,47691
69.875,1.978389,13.189257,39289
69.9,2.042893,13.619287,40570
69.925,1.993696,13.291309,39593
69.95,2.207251,14.715007,43834
69.975,2.193554,14.623696,43562
70,2.08076,13.871732,41322
70.025,2.203223,14.688151,43754
70.05,2.287869,15.25246,45435
70.075,2.17019,14.467933,43098
70.1,2.089622,13.930816,41498
70.125,2.213747,14.758312,43963
70.15,2.309622,15.397482,45867
70.175,2.18152,14.543466,43323
70.2,1.872845,12.485634,37193
70.225,2.108958,14.059723,41882
70.25,1.987251,13.248341,39465
70.275,1.957441,13.049607,38873
70.3,1.980806,13.205372,39337
70.325,2.252419,15.016128,44731
70.35,2.007393,13.382619,39865
70.375,2.221803,14.812023,44123
70.4,2.17024,14.46827,43099
70.425,2.378961,15.859739,47244
70.45,2.180664,14.537759,43306
70.475,2.088817,13.925445,41482
70.5,2.169435,14.462897,43083
70.525,2.185498,14.569985,43402
70.55,2.156493,14.376623,42826
70.575,2.088011,13.920074,41466
70.6,2.050094,13.667292,40713
70.625,2.112987,14.086578,41962
70.65,2.296731,15.311543,45611
70.675,2.063841,13.758937,40986
70.7,2.044504,13.63003,40602
70.725,1.957441,13.049607,38873
70.75,2.150048,14.333654,42698
70.775,2.043648,13.624323,40585
70.8,2.083982,13.893216,41386
70.825,2.217725,14.784832,44042
70.85,2.233033,14.886885,44346
70.875,2.083982,13.893216,41386
70.9,2.065452,13.769679,41018
70.925,2.139625,14.264163,42491
70.95,2.168579,14.457191,43066
70.975,2.168579,14.457191,43066
71,1.965548,13.103655,39034
71.025,2.049338,13.662256,40698
71.05,2.135546,14.236973,42410
71.075,1.933271,12.888472,38393
71.1,1.900238,12.668254,37737
71.125,2.0864,13.909332,41434
71.15,1.934076,12.893843,38409
71.175,1.992085,13.280567,39561
71.2,2.033175,13.554497,40377
71.225,1.992891,13.285939,39577
71.25,2.303982,15.359882,45755
71.275,2.197633,14.650888,43643
71.3,1.963081,13.087205,38985
71.325,1.976777,13.178515,39257
71.35,2.204028,14.693522,43770
71.375,2.133129,14.22086,42362
71.4,2.147681,14.317874,42651
71.425,2.210474,14.736491,43898
71.45,2.267677,15.117845,45034
71.475,2.183937,14.559579,43371
71.5,2.320096,15.467306,46075
71.525,2.229004,14.860029,44266
71.55,2.049338,13.662256,40698
71.575,2.312845,15.418966,45931
71.6,2.052561,13.683741,40762
71.625,2.100952,14.006346,41723
71.65,2.236306,14.908705,44411
71.675,2.309622,15.397482,45867
71.7,2.046921,13.646143,40650
71.725,2.104125,14.027496,41786
71.75,2.278201,15.188006,45243
71.775,2.183937,14.559579,43371
71.8,2.133934,14.226231,42378
71.825,2.118627,14.12418,42074
71.85,1.984834,13.232227,39417
71.875,1.885736,12.571571,37449
71.9,2.113792,14.091949,41978
71.925,1.992085,13.280567,39561
71.95,2.059762,13.731747,40905
71.975,1.977583,13.183886,39273
72,2.026729,13.511529,40249
72.025,1.844596,12.297307,36632
72.05,2.006587,13.377249,39849
72.075,2.120238,14.13492,42106
72.1,1.925214,12.83476,38233
72.125,2.091234,13.941558,41530
72.15,2.079954,13.866361,41306
72.175,2.025923,13.506156,40233
72.2,1.97436,13.162401,39209
72.225,1.899432,12.662882,37721
72.25,2.002559,13.350393,39769
72.275,2.00417,13.361135,39801
72.3,2.013838,13.425589,39993
72.325,2.098485,13.989899,41674
72.35,2.294314,15.295429,45563
72.375,2.18152,14.543466,43323
72.4,2.234694,14.897964,44379
72.425,2.126734,14.178226,42235
72.45,2.212136,14.74757,43931
72.475,2.197583,14.650554,43642
72.5,2.095262,13.968413,41610
72.525,2.068675,13.791163,41082
72.55,2.191993,14.61329,43531
72.575,2.293509,15.290058,45547
72.6,2.230616,14.870771,44298
72.625,2.019528,13.463523,40106
72.65,2.14043,14.269534,42507
72.675,2.095262,13.968413,41610
72.7,2.034031,13.560205,40394
72.725,2.347489,15.649927,46619
72.75,2.312039,15.413595,45915
72.775,2.136352,14.242344,42426
72.8,2.0864,13.909332,41434
72.825,2.036397,13.575981,40441
72.85,1.892987,12.619913,37593
72.875,2.185498,14.569985,43402
72.9,1.98564,13.237597,39433
72.925,2.286258,15.241717,45403
72.95,2.076731,13.844876,41242
72.975,2.035592,13.57061,40425
73,1.99133,13.275532,39546
73.025,1.934076,12.893843,38409
73.05,2.046871,13.645808,40649
73.075,1.966303,13.108689,39049
73.1,2.046116,13.640772,40634
73.125,2.077537,13.850247,41258
73.15,2.114598,14.097322,41994
73.175,2.243557,14.957046,44555
73.2,2.09929,13.995269,41690
73.225,1.972749,13.15166,39177
73.25,1.931659,12.877728,38361
73.275,2.128295,14.188631,42266
73.3,2.226638,14.844253,44219
73.325,2.078343,13.85562,41274
73.35,2.207251,14.715007,43834
73.375,2.204028,14.693522,43770
73.4,2.0509,13.672663,40729
73.425,2.11057,14.070467,41914
73.45,2.022701,13.484672,40169
73.475,1.855875,12.372503,36856
73.5,1.867205,12.448035,37081
73.525,2.114598,14.097322,41994
73.55,1.940522,12.936812,38537
73.575,2.088011,13.920074,41466
73.6,2.237061,14.91374,44426
73.625,1.917157,12.781048,38073
73.65,2.074315,13.828765,41194
73.675,2.112987,14.086578,41962
73.7,2.035642,13.570947,40426
73.725,2.156493,14.376623,42826
73.75,2.192799,14.618661,43547
73.775,2.090428,13.936188,41514
73.8,2.126683,14.177891,42234
73.825,1.946967,12.979782,38665
73.85,2.151659,14.344397,42730
73.875,2.046921,13.646143,40650
73.9,2.076731,13.844876,41242
73.925,2.092039,13.946929,41546
73.95,2.231421,14.876143,44314
73.975,2.150854,14.339025,42714
74,2.195166,14.634439,43594
74.025,1.942133,12.947555,38569
74.05,1.852653,12.351019,36792
74.075,1.946967,12.979782,38665
74.1,1.963886,13.092576,39001
74.125,1.992891,13.285939,39577
74.15,2.033175,13.554497,40377
74.175,1.946967,12.979782,38665
74.2,2.137963,14.253086,42458
74.225,1.806729,12.044862,35880
74.25,1.924408,12.829389,38217
74.275,1.983223,13.221485,39385
74.3,2.109764,14.065094,41898
74.325,1.92038,12.802533,38137
74.35,2.030758,13.538384,40329
74.375,1.929242,12.861616,38313
74.4,2.027535,13.516899,40265
74.425,1.862371,12.415808,36985
74.45,2.284646,15.230975,45371
74.475,2.081565,13.877103,41338
74.5,2.159716,14.398108,42890
74.525,2.162133,14.414221,42938
74.55,2.277395,15.182635,45227
74.575,2.183887,14.559243,43370
74.6,1.91474,12.764935,38025
74.625,2.239478,14.929853,44474
74.65,2.154882,14.365881,42794
74.675,2.133934,14.226231,42378
74.7,2.017917,13.452781,40074
74.725,2.125072,14.167147,42202
74.75,2.1291,14.194002,42282
74.775,2.233889,14.892591,44363
74.8,2.131517,14.210115,42330
74.825,2.340238,15.601587,46475
74.85,2.213747,14.758312,43963
74.875,2.287063,15.247089,45419
74.9,2.227393,14.849287,44234
74.925,2.124266,14.161776,42186
74.95,2.084788,13.898587,41402
74.975,2.258814,15.058763,44858
75,2.104125,14.027496,41786
75.025,2.022751,13.485007,40170
75.05,2.30076,15.338398,45691
75.075,2.230666,14.871108,44299
75.1,1.98005,13.200336,39322
75.125,1.918769,12.791791,38105
75.15,2.088817,13.925445,41482
75.175,1.912323,12.748821,37977
75.2,1.95583,13.038864,38841
75.225,2.002559,13.350393,39769
75.25,1.978389,13.189257,39289
75.275,1.975972,13.173143,39241
75.3,2.121044,14.140291,42122
75.325,2.020284,13.468558,40121
75.35,1.966354,13.109026,39050
75.375,2.088011,13.920074,41466
75.4,2.186303,14.575356,43418
75.425,2.096873,13.979156,41642
75.45,2.106542,14.043612,41834
75.475,2.04526,13.635065,40617
75.5,1.996114,13.307424,39641
75.525,1.992085,13.280567,39561
75.55,1.970332,13.135545,39129
75.575,2.070286,13.801908,41114
75.6,2.017867,13.452444,40073
75.625,2.075926,13.839505,41226
75.65,2.212891,14.752605,43946
75.675,2.072703,13.818021,41162
75.7,2.088011,13.920074,41466
75.725,2.009004,13.393363,39897
75.75,2.046065,13.640435,40633
75.775,2.073509,13.823392,41178
75.8,1.996114,13.307424,39641
75.825,1.854264,12.36176,36824
75.85,2.208913,14.726084,43867
75.875,1.930854,12.872358,38345
75.9,1.935688,12.904585,38441
75.925,2.260426,15.069505,44890
75.95,2.013033,13.420218,39977
75.975,1.992085,13.280567,39561
76,2.031563,13.543755,40345
76.025,2.245924,14.972824,44602
76.05,2.017111,13.447409,40058
76.075,2.049288,13.661921,40697
76.1,2.305594,15.370626,45787
76.125,2.01545,13.436332,40025
76.15,2.302371,15.34914,45723
76.175,2.007443,13.382955,39866
76.2,2.130712,14.204746,42314
76.225,2.093651,13.957671,41578
76.25,2.093651,13.957671,41578
76.275,2.117015,14.113434,42042
76.3,2.035592,13.57061,40425
76.325,2.145214,14.301426,42602
76.35,1.987301,13.248676,39466
76.375,2.251563,15.010422,44714
76.4,2.109764,14.065094,41898
76.425,2.219336,14.795574,44074
76.45,1.95019,13.001266,38729
76.475,2.036397,13.575981,40441
76.5,2.090428,13.936188,41514
76.525,2.08076,13.871732,41322
76.55,2.090428,13.936188,41514
76.575,1.91474,12.764935,38025
76.6,2.009004,13.393363,39897
76.625,2.060618,13.737453,40922
76.65,2.013033,13.420218,39977
76.675,2.212085,14.747234,43930
76.7,2.143603,14.290684,42570
76.725,2.083177,13.887845,41370
76.75,2.398247,15.988311,47627
76.775,2.281424,15.209491,45307
76.8,2.095262,13.968413,41610
76.825,2.004976,13.366506,39817
76.85,2.193554,14.623696,43562
76.875,2.169384,14.462562,43082
76.9,2.219336,14.795574,44074
76.925,1.939716,12.93144,38521
76.95,1.993696,13.291309,39593
76.975,2.044454,13.629694,40601
77,2.186354,14.575693,43419
77.025,2.023507,13.490044,40185
77.05,1.962275,13.081834,38969
77.075,2.058151,13.721004,40873
77.1,2.248341,14.988937,44650
77.125,2.125072,14.167147,42202
77.15,2.023507,13.490044,40185
77.175,2.046065,13.640435,40633
77.2,2.097679,13.984527,41658
77.225,2.266922,15.112811,45019
77.25,2.135546,14.236973,42410
77.275,2.275784,15.171893,45195
77.3,2.16455,14.430335,42986
77.325,2.084788,13.898587,41402
77.35,2.224221,14.828136,44171
77.375,2.269338,15.128922,45067
77.4,1.987251,13.248341,39465
77.425,1.936493,12.909957,38457
77.45,1.945356,12.969039,38633
77.475,2.192799,14.618661,43547
77.5,2.204884,14.699228,43787
77.525,2.187915,14.586099,43450
77.55,2.050094,13.667292,40713
77.575,2.091234,13.941558,41530
77.6,2.067869,13.785792,41066
77.625,2.063841,13.758937,40986
77.65,2.104125,14.027496,41786
77.675,2.043699,13.624659,40586
77.7,2.215308,14.768719,43994
77.725,2.145214,14.301426,42602
77.75,1.973555,13.15703,39193
77.775,2.004976,13.366506,39817
77.8,1.962275,13.081834,38969
77.825,2.042843,13.618953,40569
77.85,2.013838,13.425589,39993
77.875,2.143603,14.290684,42570
77.9,2.29512,15.3008,45579
77.925,1.917963,12.786419,38089
77.95,2.06948,13.796535,41098
77.975,2.026729,13.511529,40249
78,1.99853,13.323537,39689
78.025,2.210474,14.736491,43898
78.05,2.284646,15.230975,45371
78.075,2.204884,14.699228,43787
78.1,1.913129,12.754192,37993
78.125,1.82531,12.168734,36249
78.15,2.216114,14.77409,44010
78.175,2.096873,13.979156,41642
78.2,2.073509,13.823392,41178
78.225,2.189526,14.596841,43482
78.25,2.057395,13.715968,40858
78.275,2.125072,14.167147,42202
78.3,2.321707,15.47805,46107
78.325,2.171801,14.478675,43130
78.35,2.231421,14.876143,44314
78.375,1.97436,13.162401,39209
78.4,2.125072,14.167147,42202
78.425,2.08076,13.871732,41322
78.45,2.0509,13.672663,40729
78.475,2.191993,14.61329,43531
78.5,2.284646,15.230975,45371
78.525,2.032369,13.549126,40361
78.55,2.204834,14.698894,43786
78.575,2.071898,13.81265,41146
78.6,1.933271,12.888472,38393
78.625,1.996114,13.307424,39641
78.65,2.167773,14.451819,43050
78.675,2.133934,14.226231,42378
78.7,2.024312,13.495415,40201
78.725,1.986445,13.242969,39449
78.75,2.047677,13.651178,40665
78.775,2.079954,13.866361,41306
78.8,1.975972,13.173143,39241
78.825,2.233033,14.886885,44346
78.85,2.242701,14.95134,44538
78.875,2.185498,14.569985,43402
78.9,2.141186,14.27457,42522
78.925,2.207301,14.715342,43835
78.95,2.216164,14.774426,44011
78.975,2.148487,14.323247,42667
79,2.071898,13.81265,41146
79.025,1.988863,13.259084,39497
79.05,2.091234,13.941558,41530
79.075,2.046065,13.640435,40633
79.1,1.943745,12.958297,38601
79.125,2.142847,14.285649,42555
79.15,2.151659,14.344397,42730
79.175,2.165406,14.436042,43003
79.2,2.112231,14.081543,41947
79.225,2.067063,13.780421,41050
79.25,2.133179,14.221194,42363
79.275,2.096068,13.973784,41626
79.3,2.103319,14.022125,41770
79.325,2.084838,13.898923,41403
79.35,2.192749,14.618325,43546
79.375,1.8664,12.442664,37065
79.4,1.912323,12.748821,37977
79.425,2.262893,15.085956,44939
79.45,1.898627,12.657512,37705
79.475,1.923603,12.824017,38201
79.5,2.304788,15.365255,45771
79.525,2.270144,15.134294,45083
79.55,2.240284,14.935225,44490
79.575,2.185498,14.569985,43402
79.6,2.27095,15.139667,45099
79.625,1.999336,13.328908,39705
79.65,2.027535,13.516899,40265
79.675,2.007393,13.382619,39865
79.7,1.9091,12.727337,37913
79.725,1.975166,13.167773,39225
79.75,2.066258,13.775052,41034
79.775,2.100096,14.00064,41706
79.8,2.163744,14.424963,42970
79.825,2.121044,14.140291,42122
79.85,2.079149,13.86099,41290
79.875,2.189576,14.597177,43483
79.9,2.117821,14.118807,42058
79.925,2.136352,14.242344,42426
79.95,2.271755,15.145036,45115
79.975,2.108958,14.059723,41882
80,2.115404,14.102692,42010
80.025,2.089673,13.931152,41499
80.05,2.042843,13.618953,40569
80.075,1.978389,13.189257,39289
80.1,1.942939,12.952927,38585
80.125,2.222559,14.817059,44138
80.15,2.079954,13.866361,41306
80.175,1.969526,13.130174,39113
80.2,2.011421,13.409476,39945
80.225,2.031563,13.543755,40345
80.25,2.177441,14.516273,43242
80.275,2.119432,14.129549,42090
80.3,2.312039,15.413595,45915
80.325,2.171046,14.473639,43115
80.35,2.079149,13.86099,41290
80.375,2.304788,15.365255,45771
80.4,2.254836,15.032243,44779
80.425,2.174218,14.494788,43178
80.45,2.172657,14.484382,43147
80.475,2.342655,15.617701,46523
80.5,2.036397,13.575981,40441
80.525,1.959858,13.065721,38921
80.55,2.286258,15.241717,45403
80.575,2.204884,14.699228,43787
80.6,1.946967,12.979782,38665
80.625,2.179858,14.532388,43290
80.65,2.072703,13.818021,41162
80.675,2.154882,14.365881,42794
80.7,1.908295,12.721966,37897
80.725,1.885736,12.571571,37449
80.75,1.988863,13.259084,39497
80.775,2.179103,14.52735,43275
80.8,2.052561,13.683741,40762
80.825,1.913129,12.754192,37993
80.85,1.978389,13.189257,39289
80.875,1.72455,11.497002,34248
80.9,1.722939,11.486259,34216
80.925,2.229055,14.860365,44267
80.95,2.000142,13.334279,39721
80.975,2.279007,15.193378,45259
81,2.176635,14.510901,43226
81.025,2.219336,14.795574,44074
81.05,2.168579,14.457191,43066
81.075,2.229055,14.860365,44267
81.1,2.208862,14.725749,43866
81.125,2.038059,13.58706,40474
81.15,2.0864,13.909332,41434
81.175,1.8664,12.442664,37065
81.2,1.872039,12.480263,37177
81.225,2.195972,14.639812,43610
81.25,2.13474,14.231602,42394
81.275,1.962275,13.081834,38969
81.3,2.146825,14.312168,42634
81.325,2.154882,14.365881,42794
81.35,2.234694,14.897964,44379
81.375,2.325736,15.504906,46187
81.4,2.229055,14.860365,44267
81.425,2.037203,13.581352,40457
81.45,2.107347,14.048981,41850
81.475,1.97436,13.162401,39209
81.5,1.99128,13.275197,39545
81.525,2.30076,15.338398,45691
81.55,2.109764,14.065094,41898
81.575,2.021895,13.4793,40153
81.6,2.156493,14.376623,42826
81.625,2.203223,14.688151,43754
81.65,2.112181,14.081207,41946
81.675,1.943745,12.958297,38601
81.7,2.17583,14.50553,43210
81.725,2.231421,14.876143,44314
81.75,2.122655,14.151035,42154
81.775,2.108153,14.054352,41866
81.8,2.037253,13.581688,40458
81.825,2.171046,14.473639,43115
81.85,2.209718,14.731455,43883
81.875,2.243557,14.957046,44555
81.9,2.000142,13.334279,39721
81.925,1.930854,12.872358,38345
81.95,1.970332,13.135545,39129
81.975,2.062179,13.74786,40953
82,1.900238,12.668254,37737
82.025,1.997725,13.318166,39673
82.05,2.031563,13.543755,40345
82.075,1.921186,12.807904,38153
82.1,1.984834,13.232227,39417
82.125,1.942939,12.952927,38585
82.15,2.25967,15.064469,44875
82.175,2.054928,13.69952,40809
82.2,2.20569,14.704599,43803
82.225,2.137963,14.253086,42458
82.25,2.068675,13.791163,41082
